Flight_ID,Date_ID,Airline_ID,Route_ID,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Delay_Minutes,Weather_Delay_Minutes,Air_Traffic_Delay_Minutes,Carrier_Delay_Minutes,Security_Delay_Minutes,Flight_Status,Passenger_Count
FL0286,150,4,286,2024-01-29 17:42,2024-01-29 17:42,2024-01-29 21:42,2024-01-29 22:05,23,20,3,0,0,Delayed,246
FL0858,150,4,854,2024-01-29 22:09,2024-01-29 22:09,2024-01-30 00:09,2024-01-30 00:09,0,0,0,0,0,On-time,172
FL0863,150,4,859,2024-01-29 17:03,2024-01-29 18:11,2024-01-29 19:03,2024-01-29 19:24,21,7,12,2,0,Delayed,106
FL0194,151,4,194,2024-04-14 12:54,2024-04-14 13:07,2024-04-14 17:54,2024-04-14 19:16,82,42,24,8,8,Delayed,157
FL0195,152,4,195,2024-01-14 13:03,2024-01-14 13:42,2024-01-14 15:03,2024-01-14 15:03,0,0,0,0,0,On-time,55
FL0262,153,4,262,2024-04-02 09:04,2024-04-02 09:04,2024-04-02 14:04,2024-04-02 14:04,0,0,0,0,0,On-time,180
FL0201,156,4,201,2024-06-10 16:49,2024-06-10 18:30,2024-06-10 18:49,2024-06-10 18:49,0,0,0,0,0,On-time,58
FL0714,156,4,711,2024-06-11 01:06,2024-06-11 01:06,2024-06-11 05:06,2024-06-11 05:06,0,0,0,0,0,On-time,114
FL0814,156,4,810,2024-06-10 20:55,2024-06-10 20:55,2024-06-11 02:55,2024-06-11 04:15,80,73,0,5,2,Delayed,111
FL0497,157,4,496,2024-04-26 11:58,2024-04-26 12:31,2024-04-26 14:58,2024-04-26 16:49,111,13,55,14,29,Delayed,271
FL0452,159,4,451,2024-04-07 06:29,2024-04-07 06:29,2024-04-07 08:29,2024-04-07 08:29,0,0,0,0,0,On-time,255
FL0697,159,4,694,2024-04-07 09:02,2024-04-07 09:02,2024-04-07 11:02,2024-04-07 11:02,0,0,0,0,0,On-time,254
FL0833,160,4,829,2024-09-12 13:20,2024-09-12 13:20,2024-09-12 19:20,2024-09-12 19:20,0,0,0,0,0,On-time,118
FL0690,161,4,687,2024-12-08 01:21,2024-12-08 02:31,2024-12-08 06:21,2024-12-08 06:21,0,0,0,0,0,On-time,191
FL0928,161,4,924,2024-12-08 15:40,2024-12-08 15:40,2024-12-08 18:40,2024-12-08 18:40,0,0,0,0,0,On-time,116
FL0235,163,4,235,2024-04-05 00:23,2024-04-05 00:35,2024-04-05 03:23,2024-04-05 04:16,53,18,25,3,7,Delayed,90
FL0405,163,4,405,2024-04-05 11:53,2024-04-05 12:13,2024-04-05 13:53,2024-04-05 13:53,0,0,0,0,0,On-time,69
FL0956,163,4,952,2024-04-05 06:14,2024-04-05 07:44,2024-04-05 09:14,2024-04-05 11:03,109,97,12,0,0,Delayed,125
FL0212,166,4,212,2024-07-25 18:56,2024-07-25 20:06,2024-07-25 21:56,2024-07-25 21:56,0,0,0,0,0,On-time,163
FL0450,166,4,449,2024-07-26 14:28,2024-07-26 14:28,2024-07-26 18:28,2024-07-26 19:48,80,28,17,23,12,Delayed,258
FL0214,167,4,214,2024-11-07 11:42,2024-11-07 11:42,2024-11-07 14:42,2024-11-07 14:49,7,5,1,1,0,Delayed,282
FL0306,167,4,306,2024-11-07 06:12,2024-11-07 06:12,2024-11-07 11:12,2024-11-07 13:10,118,71,27,19,1,Delayed,209
FL0217,168,4,217,2024-07-22 14:08,2024-07-22 14:08,2024-07-22 20:08,2024-07-22 21:07,59,28,7,23,1,Delayed,290
FL0769,172,4,766,2024-03-29 04:41,2024-03-29 06:10,2024-03-29 09:41,2024-03-29 10:15,34,9,14,9,2,Delayed,234
FL0224,174,4,224,2024-03-23 22:22,2024-03-23 22:22,2024-03-24 00:22,2024-03-24 02:06,104,41,56,3,4,Delayed,86
FL0461,176,4,460,2024-08-27 12:42,2024-08-27 12:42,2024-08-27 15:42,2024-08-27 16:45,63,22,26,3,12,Delayed,270
FL0832,176,4,828,2024-08-28 07:39,2024-08-28 09:30,2024-08-28 09:39,2024-08-28 10:38,59,51,7,0,1,Delayed,238
FL0945,176,4,941,2024-08-27 17:35,2024-08-27 18:48,2024-08-27 22:35,2024-08-27 22:35,0,0,0,0,0,On-time,284
FL0229,178,4,229,2024-09-18 17:34,2024-09-18 19:22,2024-09-18 19:34,2024-09-18 19:34,0,0,0,0,0,On-time,269
FL0940,178,4,936,2024-09-18 18:54,2024-09-18 18:54,2024-09-18 22:54,2024-09-18 22:54,0,0,0,0,0,On-time,80
FL0932,180,4,928,2024-07-04 04:10,2024-07-04 04:58,2024-07-04 09:10,2024-07-04 09:10,0,0,0,0,0,On-time,76
FL0247,188,4,247,2024-06-24 21:36,2024-06-24 21:36,2024-06-24 23:36,2024-06-25 00:04,28,17,6,1,4,Delayed,215
FL0248,189,4,248,2024-10-05 06:33,2024-10-05 06:33,2024-10-05 07:33,2024-10-05 07:33,0,0,0,0,0,On-time,97
FL0252,191,4,252,2024-07-20 18:43,2024-07-20 19:38,2024-07-20 21:43,2024-07-20 21:43,0,0,0,0,0,On-time,63
FL0583,192,4,581,2024-12-26 12:16,2024-12-26 13:24,2024-12-26 17:16,2024-12-26 18:39,83,74,6,1,2,Delayed,57
FL0797,192,4,793,2024-12-27 19:39,2024-12-27 19:39,2024-12-27 20:39,2024-12-27 20:39,0,0,0,0,0,On-time,221
FL0254,193,4,254,2024-04-06 09:29,2024-04-06 09:29,2024-04-06 15:29,2024-04-06 16:12,43,24,8,1,10,Delayed,228
FL0951,193,4,947,2024-04-05 22:16,2024-04-05 22:16,2024-04-06 03:16,2024-04-06 04:52,96,82,11,2,1,Delayed,92
FL0748,194,4,745,2024-12-10 00:51,2024-12-10 01:39,2024-12-10 06:51,2024-12-10 07:04,13,6,1,6,0,Delayed,101
FL0261,195,4,261,2024-12-30 12:26,2024-12-30 12:39,2024-12-30 16:26,2024-12-30 16:26,0,0,0,0,0,On-time,233
FL0491,197,4,490,2024-05-13 14:36,2024-05-13 14:36,2024-05-13 19:36,2024-05-13 19:36,0,0,0,0,0,On-time,250
FL0289,204,4,289,2024-03-18 15:01,2024-03-18 15:01,2024-03-18 20:01,2024-03-18 20:01,0,0,0,0,0,On-time,168
FL0290,205,4,290,2024-01-01 18:40,2024-01-01 19:18,2024-01-01 19:40,2024-01-01 21:31,111,110,1,0,0,Delayed,104
FL0310,213,4,310,2024-09-03 21:52,2024-09-03 21:52,2024-09-03 23:52,2024-09-03 23:52,0,0,0,0,0,On-time,270
FL0613,213,4,611,2024-09-03 21:15,2024-09-03 21:15,2024-09-03 22:15,2024-09-03 22:15,0,0,0,0,0,On-time,194
FL0628,214,4,626,2024-01-23 04:12,2024-01-23 04:47,2024-01-23 07:12,2024-01-23 07:39,27,19,0,4,4,Delayed,290
FL0573,217,4,571,2024-03-05 03:02,2024-03-05 04:43,2024-03-05 09:02,2024-03-05 09:02,0,0,0,0,0,On-time,193
FL0588,218,4,586,2024-10-09 17:14,2024-10-09 18:43,2024-10-09 18:14,2024-10-09 18:14,0,0,0,0,0,On-time,137
FL0341,221,4,341,2024-09-25 01:42,2024-09-25 03:29,2024-09-25 04:42,2024-09-25 05:26,44,3,41,0,0,Delayed,209
FL0345,222,4,345,2024-10-28 03:45,2024-10-28 04:09,2024-10-28 09:45,2024-10-28 09:45,0,0,0,0,0,On-time,216
FL0409,222,4,409,2024-10-27 06:47,2024-10-27 07:11,2024-10-27 11:47,2024-10-27 12:31,44,34,10,0,0,Delayed,289
FL0349,223,4,349,2024-12-23 01:06,2024-12-23 01:06,2024-12-23 02:06,2024-12-23 03:40,94,69,10,0,15,Delayed,219
FL0351,224,4,351,2024-04-26 07:04,2024-04-26 08:08,2024-04-26 08:04,2024-04-26 08:04,0,0,0,0,0,On-time,234
FL0392,224,4,392,2024-04-26 18:24,2024-04-26 18:24,2024-04-27 00:24,2024-04-27 00:24,0,0,0,0,0,On-time,148
FL0362,227,4,362,2024-05-19 00:17,2024-05-19 00:17,2024-05-19 03:17,2024-05-19 05:17,120,90,30,0,0,Delayed,58
FL0364,228,4,364,2024-05-25 05:50,2024-05-25 07:00,2024-05-25 10:50,2024-05-25 11:16,26,3,22,0,1,Delayed,53
FL0781,228,4,778,2024-05-24 18:49,2024-05-24 20:47,2024-05-24 23:49,2024-05-25 00:29,40,27,12,1,0,Delayed,197
FL0741,229,4,738,2024-12-16 21:33,2024-12-16 22:39,2024-12-17 00:33,2024-12-17 00:33,0,0,0,0,0,On-time,84
FL0936,229,4,932,2024-12-17 11:16,2024-12-17 11:32,2024-12-17 13:16,2024-12-17 14:11,55,49,0,1,5,Delayed,61
FL0420,231,4,420,2024-09-22 06:15,2024-09-22 06:56,2024-09-22 09:15,2024-09-22 09:15,0,0,0,0,0,On-time,124
FL0381,232,4,381,2024-09-13 00:06,2024-09-13 00:06,2024-09-13 06:06,2024-09-13 06:06,0,0,0,0,0,On-time,80
FL0396,233,4,396,2024-10-16 15:12,2024-10-16 16:05,2024-10-16 19:12,2024-10-16 19:12,0,0,0,0,0,On-time,93
FL0413,236,4,413,2024-08-02 14:27,2024-08-02 15:32,2024-08-02 20:27,2024-08-02 22:02,95,19,21,39,16,Delayed,56
FL0514,239,4,513,2024-08-14 01:01,2024-08-14 02:03,2024-08-14 05:01,2024-08-14 05:16,15,14,1,0,0,Delayed,68
FL0429,241,4,428,2024-01-20 09:51,2024-01-20 11:31,2024-01-20 13:51,2024-01-20 14:54,63,51,12,0,0,Delayed,76
FL0905,242,4,901,2024-09-05 19:46,2024-09-05 20:46,2024-09-05 21:46,2024-09-05 23:19,93,42,8,30,13,Delayed,227
FL0954,242,4,950,2024-09-05 00:59,2024-09-05 00:59,2024-09-05 06:59,2024-09-05 07:19,20,5,7,6,2,Delayed,199
FL0734,243,4,731,2024-04-04 20:57,2024-04-04 20:57,2024-04-05 00:57,2024-04-05 01:36,39,11,13,3,12,Delayed,204
FL0437,245,4,436,2024-10-07 00:53,2024-10-07 00:53,2024-10-07 06:53,2024-10-07 06:53,0,0,0,0,0,On-time,108
FL0763,247,4,760,2024-11-18 16:55,2024-11-18 16:55,2024-11-18 22:55,2024-11-18 22:55,0,0,0,0,0,On-time,242
FL0456,249,4,455,2024-10-09 08:21,2024-10-09 09:13,2024-10-09 14:21,2024-10-09 14:21,0,0,0,0,0,On-time,142
FL0826,252,4,822,2024-12-02 06:29,2024-12-02 06:29,2024-12-02 12:29,2024-12-02 12:29,0,0,0,0,0,On-time,270
FL0820,253,4,816,2024-07-13 11:57,2024-07-13 11:57,2024-07-13 15:57,2024-07-13 17:00,63,26,37,0,0,Delayed,161
FL0923,254,4,919,2024-03-25 08:18,2024-03-25 08:18,2024-03-25 14:18,2024-03-25 16:06,108,90,10,1,7,Delayed,89
FL0979,255,4,975,2024-05-05 08:04,2024-05-05 09:09,2024-05-05 11:04,2024-05-05 11:04,0,0,0,0,0,On-time,285
FL0475,256,4,474,2024-09-14 13:12,2024-09-14 13:47,2024-09-14 16:12,2024-09-14 16:59,47,13,5,5,24,Delayed,175
FL0850,256,4,846,2024-09-13 22:24,2024-09-13 22:24,2024-09-14 04:24,2024-09-14 04:24,0,0,0,0,0,On-time,254
FL0501,262,4,500,2024-07-24 05:03,2024-07-24 05:58,2024-07-24 11:03,2024-07-24 11:03,0,0,0,0,0,On-time,262
FL0512,264,4,511,2024-06-27 19:47,2024-06-27 20:45,2024-06-28 00:47,2024-06-28 00:47,0,0,0,0,0,On-time,277
FL0581,275,4,579,2024-09-08 00:01,2024-09-08 01:59,2024-09-08 02:01,2024-09-08 02:01,0,0,0,0,0,On-time,113
FL0597,279,4,595,2024-03-22 22:31,2024-03-22 22:53,2024-03-23 02:31,2024-03-23 03:20,49,49,0,0,0,Delayed,64
FL0604,281,4,602,2024-06-21 03:24,2024-06-21 03:24,2024-06-21 06:24,2024-06-21 07:00,36,3,23,6,4,Delayed,84
FL0975,281,4,971,2024-06-20 20:56,2024-06-20 22:21,2024-06-20 21:56,2024-06-20 21:56,0,0,0,0,0,On-time,209
FL0612,282,4,610,2024-11-12 23:43,2024-11-12 23:43,2024-11-13 01:43,2024-11-13 01:43,0,0,0,0,0,On-time,136
FL0614,283,4,612,2024-02-08 03:44,2024-02-08 03:44,2024-02-08 09:44,2024-02-08 09:44,0,0,0,0,0,On-time,52
FL0616,284,4,614,2024-10-05 23:13,2024-10-06 00:13,2024-10-06 00:13,2024-10-06 01:22,69,65,0,3,1,Delayed,114
FL0896,286,4,892,2024-06-19 23:25,2024-06-19 23:25,2024-06-20 03:25,2024-06-20 03:25,0,0,0,0,0,On-time,203
FL0641,287,4,639,2024-10-31 16:06,2024-10-31 17:13,2024-10-31 21:06,2024-10-31 21:06,0,0,0,0,0,On-time,89
FL0633,288,4,631,2024-11-30 21:03,2024-11-30 22:38,2024-12-01 03:03,2024-12-01 03:59,56,56,0,0,0,Delayed,155
FL0654,291,4,651,2024-02-25 17:21,2024-02-25 17:21,2024-02-25 19:21,2024-02-25 19:21,0,0,0,0,0,On-time,229
FL0657,291,4,654,2024-02-26 00:11,2024-02-26 00:11,2024-02-26 01:11,2024-02-26 02:54,103,91,5,5,2,Delayed,54
FL0655,292,4,652,2024-10-18 03:21,2024-10-18 04:37,2024-10-18 06:21,2024-10-18 08:02,101,85,7,0,9,Delayed,193
FL0673,296,4,670,2024-08-06 15:34,2024-08-06 16:11,2024-08-06 18:34,2024-08-06 20:10,96,92,0,2,2,Delayed,161
FL0798,298,4,794,2024-04-14 15:39,2024-04-14 16:25,2024-04-14 19:39,2024-04-14 19:39,0,0,0,0,0,On-time,253
FL0705,302,4,702,2024-10-18 14:36,2024-10-18 14:36,2024-10-18 16:36,2024-10-18 16:36,0,0,0,0,0,On-time,178
FL0708,304,4,705,2024-12-14 12:48,2024-12-14 12:48,2024-12-14 13:48,2024-12-14 14:52,64,33,16,5,10,Delayed,67
FL0752,305,4,749,2024-11-23 04:03,2024-11-23 04:03,2024-11-23 07:03,2024-11-23 08:47,104,61,42,1,0,Delayed,201
FL0722,307,4,719,2024-02-13 15:53,2024-02-13 15:53,2024-02-13 18:53,2024-02-13 18:53,0,0,0,0,0,On-time,118
FL0724,308,4,721,2024-11-13 13:33,2024-11-13 15:17,2024-11-13 19:33,2024-11-13 20:21,48,10,5,33,0,Delayed,75
FL0729,309,4,726,2024-03-15 23:18,2024-03-15 23:18,2024-03-16 05:18,2024-03-16 06:26,68,41,2,15,10,Delayed,278
FL0775,315,4,772,2024-07-16 13:00,2024-07-16 14:14,2024-07-16 19:00,2024-07-16 19:00,0,0,0,0,0,On-time,194
FL0861,323,4,857,2024-06-01 22:38,2024-06-01 22:56,2024-06-02 01:38,2024-06-02 01:38,0,0,0,0,0,On-time,73
FL0843,324,4,839,2024-09-29 02:58,2024-09-29 02:58,2024-09-29 06:58,2024-09-29 06:58,0,0,0,0,0,On-time,171
FL0894,328,4,890,2024-08-13 00:49,2024-08-13 02:12,2024-08-13 01:49,2024-08-13 01:49,0,0,0,0,0,On-time,269
FL0907,329,4,903,2024-12-02 17:51,2024-12-02 19:31,2024-12-02 20:51,2024-12-02 20:58,7,0,4,3,0,Delayed,298
FL0909,330,4,905,2024-09-01 16:33,2024-09-01 16:33,2024-09-01 22:33,2024-09-01 22:33,0,0,0,0,0,On-time,172
FL0938,333,4,934,2024-01-11 23:54,2024-01-11 23:54,2024-01-12 01:54,2024-01-12 02:41,47,30,0,2,15,Delayed,219
FL0966,335,4,962,2024-05-27 16:41,2024-05-27 16:49,2024-05-27 21:41,2024-05-27 21:41,0,0,0,0,0,On-time,255
FL0181,1,3,181,2024-02-29 09:00,2024-02-29 09:00,2024-02-29 13:00,2024-02-29 14:53,113,93,12,1,7,Delayed,285
FL0114,2,3,114,2024-06-11 08:37,2024-06-11 08:48,2024-06-11 11:37,2024-06-11 11:37,0,0,0,0,0,On-time,193
FL0661,2,3,658,2024-06-11 23:12,2024-06-11 23:12,2024-06-12 01:12,2024-06-12 01:20,8,2,4,2,0,Delayed,118
FL0003,3,3,3,2024-02-10 01:27,2024-02-10 01:27,2024-02-10 03:27,2024-02-10 04:37,70,19,51,0,0,Delayed,80
FL0066,3,3,66,2024-02-10 08:27,2024-02-10 09:33,2024-02-10 10:27,2024-02-10 10:27,0,0,0,0,0,On-time,54
FL0664,3,3,661,2024-02-10 09:41,2024-02-10 10:48,2024-02-10 13:41,2024-02-10 13:41,0,0,0,0,0,On-time,126
FL0788,3,3,784,2024-02-09 23:12,2024-02-09 23:12,2024-02-10 01:12,2024-02-10 01:12,0,0,0,0,0,On-time,80
FL0875,3,3,871,2024-02-10 06:31,2024-02-10 06:46,2024-02-10 09:31,2024-02-10 09:59,28,22,3,0,3,Delayed,268
FL0324,4,3,324,2024-03-03 15:44,2024-03-03 17:11,2024-03-03 19:44,2024-03-03 21:07,83,64,10,2,7,Delayed,243
FL0534,4,3,533,2024-03-04 07:55,2024-03-04 07:55,2024-03-04 13:55,2024-03-04 15:55,120,47,8,20,45,Delayed,248
FL0006,6,3,6,2024-01-28 00:16,2024-01-28 00:16,2024-01-28 05:16,2024-01-28 05:55,39,27,6,3,3,Delayed,80
FL0050,6,3,50,2024-01-28 02:12,2024-01-28 02:12,2024-01-28 05:12,2024-01-28 06:32,80,36,23,17,4,Delayed,204
FL0368,7,3,368,2024-06-29 06:28,2024-06-29 06:28,2024-06-29 09:28,2024-06-29 09:28,0,0,0,0,0,On-time,136
FL0009,9,3,9,2024-10-03 23:33,2024-10-03 23:33,2024-10-04 05:33,2024-10-04 06:43,70,37,9,11,13,Delayed,252
FL0010,10,3,10,2024-01-06 04:38,2024-01-06 05:51,2024-01-06 06:38,2024-01-06 06:38,0,0,0,0,0,On-time,264
FL0011,11,3,11,2024-11-24 05:50,2024-11-24 05:50,2024-11-24 08:50,2024-11-24 08:50,0,0,0,0,0,On-time,268
FL0449,12,3,448,2024-01-09 18:44,2024-01-09 18:44,2024-01-09 22:44,2024-01-09 22:44,0,0,0,0,0,On-time,294
FL0553,12,3,552,2024-01-09 21:26,2024-01-09 21:26,2024-01-10 02:26,2024-01-10 03:42,76,64,6,4,2,Delayed,214
FL0878,14,3,874,2024-02-29 15:14,2024-02-29 16:30,2024-02-29 18:14,2024-02-29 18:14,0,0,0,0,0,On-time,206
FL0016,16,3,16,2024-03-25 13:08,2024-03-25 13:08,2024-03-25 14:08,2024-03-25 14:08,0,0,0,0,0,On-time,268
FL0276,19,3,276,2024-07-25 03:01,2024-07-25 03:01,2024-07-25 05:01,2024-07-25 05:01,0,0,0,0,0,On-time,182
FL0805,19,3,801,2024-07-25 05:18,2024-07-25 05:18,2024-07-25 07:18,2024-07-25 07:18,0,0,0,0,0,On-time,253
FL0020,20,3,20,2024-10-23 08:48,2024-10-23 09:27,2024-10-23 09:48,2024-10-23 09:48,0,0,0,0,0,On-time,112
FL0692,20,3,689,2024-10-24 13:49,2024-10-24 13:49,2024-10-24 15:49,2024-10-24 15:55,6,4,2,0,0,Delayed,247
FL0022,22,3,22,2024-09-27 18:05,2024-09-27 18:31,2024-09-27 23:05,2024-09-28 00:25,80,66,13,1,0,Delayed,78
FL0023,23,3,23,2024-10-22 13:33,2024-10-22 13:33,2024-10-22 14:33,2024-10-22 14:56,23,18,0,0,5,Delayed,159
FL0026,24,3,26,2024-04-08 22:46,2024-04-08 22:46,2024-04-08 23:46,2024-04-08 23:46,0,0,0,0,0,On-time,269
FL0118,26,3,118,2024-05-27 16:16,2024-05-27 16:16,2024-05-27 18:16,2024-05-27 19:13,57,0,35,1,21,Delayed,185
FL0522,26,3,521,2024-05-27 17:37,2024-05-27 17:37,2024-05-27 22:37,2024-05-27 22:37,0,0,0,0,0,On-time,237
FL0606,26,3,604,2024-05-27 17:20,2024-05-27 18:29,2024-05-27 19:20,2024-05-27 20:12,52,51,1,0,0,Delayed,283
FL0653,28,3,650,2024-04-29 15:35,2024-04-29 15:35,2024-04-29 21:35,2024-04-29 23:17,102,53,24,11,14,Delayed,85
FL0812,28,3,808,2024-04-29 17:29,2024-04-29 17:29,2024-04-29 23:29,2024-04-30 00:34,65,31,22,11,1,Delayed,59
FL0031,29,3,31,2024-01-19 03:55,2024-01-19 05:50,2024-01-19 06:55,2024-01-19 06:55,0,0,0,0,0,On-time,117
FL0827,29,3,823,2024-01-18 04:56,2024-01-18 04:56,2024-01-18 10:56,2024-01-18 10:56,0,0,0,0,0,On-time,276
FL0644,30,3,642,2024-06-13 08:40,2024-06-13 08:40,2024-06-13 13:40,2024-06-13 14:29,49,33,5,4,7,Delayed,201
FL0580,31,3,578,2024-12-04 00:14,2024-12-04 00:20,2024-12-04 01:14,2024-12-04 01:40,26,26,0,0,0,Delayed,114
FL0611,31,3,609,2024-12-04 02:58,2024-12-04 03:07,2024-12-04 03:58,2024-12-04 03:58,0,0,0,0,0,On-time,280
FL0034,32,3,34,2024-05-31 07:32,2024-05-31 07:32,2024-05-31 10:32,2024-05-31 11:21,49,30,1,6,12,Delayed,54
FL0642,34,3,640,2024-01-10 13:53,2024-01-10 15:29,2024-01-10 15:53,2024-01-10 17:16,83,17,18,43,5,Delayed,288
FL0039,37,3,39,2024-10-26 14:47,2024-10-26 14:47,2024-10-26 19:47,2024-10-26 19:47,0,0,0,0,0,On-time,86
FL0383,37,3,383,2024-10-27 03:40,2024-10-27 03:40,2024-10-27 05:40,2024-10-27 06:09,29,15,5,0,9,Delayed,290
FL0625,37,3,623,2024-10-27 03:07,2024-10-27 03:07,2024-10-27 05:07,2024-10-27 06:37,90,68,7,12,3,Delayed,71
FL0993,37,3,989,2024-10-26 20:10,2024-10-26 20:10,2024-10-27 02:10,2024-10-27 02:10,0,0,0,0,0,On-time,88
FL0721,38,3,718,2024-04-11 22:08,2024-04-11 22:56,2024-04-12 03:08,2024-04-12 03:08,0,0,0,0,0,On-time,124
FL0076,39,3,76,2024-08-10 10:19,2024-08-10 10:44,2024-08-10 16:19,2024-08-10 17:30,71,17,48,0,6,Delayed,205
FL0105,39,3,105,2024-08-10 07:32,2024-08-10 07:55,2024-08-10 12:32,2024-08-10 12:32,0,0,0,0,0,On-time,59
FL0658,40,3,655,2024-11-02 21:05,2024-11-02 22:32,2024-11-02 23:05,2024-11-02 23:05,0,0,0,0,0,On-time,246
FL0119,41,3,119,2024-02-14 21:51,2024-02-14 21:51,2024-02-15 02:51,2024-02-15 02:51,0,0,0,0,0,On-time,254
FL0213,41,3,213,2024-02-14 10:25,2024-02-14 10:25,2024-02-14 15:25,2024-02-14 16:54,89,23,17,1,48,Delayed,235
FL0756,42,3,753,2024-07-19 09:52,2024-07-19 11:47,2024-07-19 10:52,2024-07-19 10:52,0,0,0,0,0,On-time,247
FL0806,42,3,802,2024-07-18 22:26,2024-07-18 22:26,2024-07-18 23:26,2024-07-18 23:26,0,0,0,0,0,On-time,289
FL0852,43,3,848,2024-05-05 12:25,2024-05-05 14:05,2024-05-05 13:25,2024-05-05 14:23,58,12,31,8,7,Delayed,62
FL0542,44,3,541,2024-05-21 22:03,2024-05-21 22:45,2024-05-22 00:03,2024-05-22 00:17,14,4,6,2,2,Delayed,231
FL0048,45,3,48,2024-06-07 23:44,2024-06-07 23:44,2024-06-08 02:44,2024-06-08 03:41,57,1,17,10,29,Delayed,140
FL0916,45,3,912,2024-06-08 04:17,2024-06-08 04:32,2024-06-08 07:17,2024-06-08 08:22,65,45,15,4,1,Delayed,127
FL0049,46,3,49,2024-03-21 10:59,2024-03-21 10:59,2024-03-21 13:59,2024-03-21 13:59,0,0,0,0,0,On-time,78
FL0696,46,3,693,2024-03-21 09:00,2024-03-21 09:00,2024-03-21 15:00,2024-03-21 15:00,0,0,0,0,0,On-time,271
FL0782,48,3,779,2024-09-27 07:19,2024-09-27 07:19,2024-09-27 09:19,2024-09-27 09:19,0,0,0,0,0,On-time,239
FL0053,49,3,53,2024-08-30 01:58,2024-08-30 03:20,2024-08-30 06:58,2024-08-30 06:58,0,0,0,0,0,On-time,120
FL0055,51,3,55,2024-06-30 23:17,2024-06-30 23:17,2024-07-01 00:17,2024-07-01 00:17,0,0,0,0,0,On-time,200
FL0486,51,3,485,2024-06-30 15:48,2024-06-30 16:23,2024-06-30 19:48,2024-06-30 19:48,0,0,0,0,0,On-time,148
FL0592,51,3,590,2024-07-01 02:56,2024-07-01 04:04,2024-07-01 03:56,2024-07-01 03:56,0,0,0,0,0,On-time,130
FL0467,54,3,466,2024-07-21 23:51,2024-07-21 23:51,2024-07-22 02:51,2024-07-22 02:51,0,0,0,0,0,On-time,68
FL0059,55,3,59,2024-04-18 19:02,2024-04-18 19:02,2024-04-19 01:02,2024-04-19 01:02,0,0,0,0,0,On-time,120
FL0793,57,3,789,2024-08-11 17:21,2024-08-11 17:40,2024-08-11 18:21,2024-08-11 18:31,10,9,0,0,1,Delayed,127
FL0064,60,3,64,2024-06-14 15:42,2024-06-14 15:42,2024-06-14 16:42,2024-06-14 16:42,0,0,0,0,0,On-time,67
FL0433,60,3,432,2024-06-14 10:34,2024-06-14 10:34,2024-06-14 15:34,2024-06-14 15:34,0,0,0,0,0,On-time,210
FL0361,63,3,361,2024-08-18 01:03,2024-08-18 02:24,2024-08-18 05:03,2024-08-18 06:25,82,67,10,1,4,Delayed,168
FL0319,64,3,319,2024-12-15 23:53,2024-12-15 23:53,2024-12-16 01:53,2024-12-16 02:48,55,27,14,11,3,Delayed,248
FL0574,64,3,572,2024-12-15 21:31,2024-12-15 22:23,2024-12-16 00:31,2024-12-16 01:17,46,33,11,1,1,Delayed,230
FL0939,64,3,935,2024-12-16 07:18,2024-12-16 07:18,2024-12-16 13:18,2024-12-16 13:18,0,0,0,0,0,On-time,107
FL0070,65,3,70,2024-08-07 09:46,2024-08-07 11:35,2024-08-07 14:46,2024-08-07 14:46,0,0,0,0,0,On-time,141
FL0371,70,3,371,2024-06-06 17:26,2024-06-06 17:26,2024-06-06 18:26,2024-06-06 18:26,0,0,0,0,0,On-time,56
FL0943,70,3,939,2024-06-06 11:10,2024-06-06 11:10,2024-06-06 12:10,2024-06-06 14:04,114,87,12,5,10,Delayed,298
FL0100,71,3,100,2024-09-09 13:29,2024-09-09 13:29,2024-09-09 16:29,2024-09-09 16:29,0,0,0,0,0,On-time,228
FL0719,71,3,716,2024-09-10 02:52,2024-09-10 02:52,2024-09-10 06:52,2024-09-10 08:05,73,30,2,40,1,Delayed,269
FL0717,73,3,714,2024-12-24 13:38,2024-12-24 13:38,2024-12-24 17:38,2024-12-24 17:38,0,0,0,0,0,On-time,62
FL0159,74,3,159,2024-03-29 23:41,2024-03-29 23:41,2024-03-30 03:41,2024-03-30 03:41,0,0,0,0,0,On-time,76
FL0081,75,3,81,2024-11-07 16:29,2024-11-07 17:21,2024-11-07 21:29,2024-11-07 23:25,116,44,4,44,24,Delayed,71
FL0401,75,3,401,2024-11-07 12:51,2024-11-07 13:59,2024-11-07 15:51,2024-11-07 17:37,106,1,34,29,42,Delayed,265
FL0678,75,3,675,2024-11-07 20:49,2024-11-07 20:49,2024-11-07 21:49,2024-11-07 23:20,91,62,15,5,9,Delayed,279
FL0617,77,3,615,2024-11-25 02:40,2024-11-25 02:40,2024-11-25 06:40,2024-11-25 06:40,0,0,0,0,0,On-time,191
FL0684,79,3,681,2024-12-22 01:11,2024-12-22 03:05,2024-12-22 05:11,2024-12-22 06:20,69,48,4,7,10,Delayed,277
FL0087,80,3,87,2024-03-28 00:22,2024-03-28 00:22,2024-03-28 06:22,2024-03-28 06:22,0,0,0,0,0,On-time,168
FL0268,82,3,268,2024-03-08 09:18,2024-03-08 09:18,2024-03-08 11:18,2024-03-08 12:02,44,20,17,0,7,Delayed,246
